Objects
100
,,Global Angle drone1:drone1,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1416,0,-0.046050,-0.006269,1.516313,-607.484558,-1522.037109,65.077606
1417,0,-0.043701,-0.001725,1.516880,-607.533142,-1522.062378,65.054901
1418,0,-0.044050,-0.001789,1.516575,-607.519897,-1522.065308,65.077362
1419,0,-0.042530,-0.000393,1.516844,-607.559875,-1522.076294,65.043137
1420,0,-0.045247,-0.002324,1.516754,-607.516296,-1522.060303,65.072220
1421,0,-0.043481,-0.001205,1.516122,-607.523743,-1522.061157,65.074852
1422,0,-0.045010,-0.001549,1.517307,-607.523499,-1522.057861,65.060455
1423,0,-0.043686,-0.001500,1.516978,-607.520569,-1522.048950,65.084412
1424,0,-0.043283,-0.001732,1.516118,-607.481506,-1522.034912,65.095284
1425,0,-0.043761,-0.001664,1.516405,-607.518250,-1522.050049,65.068871
1426,0,-0.044212,-0.001885,1.516766,-607.496887,-1522.029907,65.109154
1427,0,-0.046678,-0.006316,1.516469,-607.497009,-1522.047852,65.053490
1428,0,-0.043765,-0.001279,1.516809,-607.531189,-1522.058716,65.068451
1429,0,-0.043289,-0.001709,1.516561,-607.512451,-1522.048828,65.082664
1430,0,-0.044509,-0.001827,1.516690,-607.530151,-1522.066528,65.037163
1431,0,-0.043032,-0.001107,1.516705,-607.494629,-1522.014893,65.109085
1432,0,-0.043610,-0.001569,1.516532,-607.525513,-1522.059937,65.058975
1433,0,-0.043322,-0.000934,1.516594,-607.513794,-1522.036255,65.076790
1434,0,-0.042750,-0.000726,1.516320,-607.507202,-1522.030396,65.096954
1435,0,-0.044430,-0.001736,1.516598,-607.516724,-1522.065674,65.065483
1436,0,-0.044529,-0.001470,1.516666,-607.517822,-1522.047485,65.068138
1437,0,-0.043629,-0.001489,1.516204,-607.511841,-1522.055054,65.071510
1438,0,-0.044035,-0.001916,1.516792,-607.514282,-1522.044678,65.071434
1439,0,-0.043587,-0.001103,1.516897,-607.555481,-1522.078491,65.045959
1440,0,-0.043507,-0.001110,1.516666,-607.523376,-1522.060059,65.055695
1441,0,-0.043136,-0.001357,1.515989,-607.498718,-1522.039307,65.084618
1442,0,-0.043967,-0.001737,1.516500,-607.512939,-1522.036865,65.085587
1443,0,-0.044370,-0.002083,1.516637,-607.515564,-1522.051636,65.054611
1444,0,-0.043568,-0.001369,1.516618,-607.519409,-1522.027832,65.104965
1445,0,-0.044241,-0.001769,1.516626,-607.511047,-1522.052490,65.071266
1446,0,-0.043558,-0.001624,1.516632,-607.515320,-1522.040649,65.073174
1447,0,-0.043538,-0.001365,1.516511,-607.513184,-1522.035156,65.087654
1448,0,-0.044353,-0.002385,1.516837,-607.528320,-1522.060669,65.051285
1449,0,-0.043798,-0.001330,1.516753,-607.517212,-1522.030762,65.080467
1450,0,-0.046704,-0.005757,1.516745,-607.468201,-1522.029785,65.065994
1451,0,-0.045150,-0.002047,1.516996,-607.499023,-1522.031372,65.082077
1452,0,-0.043667,-0.001343,1.516634,-607.494751,-1522.026245,65.096909
1453,0,-0.043505,-0.001363,1.516373,-607.528687,-1522.076904,65.048088
1454,0,-0.043761,-0.001150,1.516396,-607.515869,-1522.069458,65.058426
1455,0,-0.043675,-0.001395,1.516518,-607.497070,-1522.037720,65.090080
1456,0,-0.042900,-0.000822,1.516664,-607.506714,-1522.034424,65.083237
1457,0,-0.043555,-0.001081,1.516616,-607.516724,-1522.046143,65.070831
1458,0,-0.043922,-0.001110,1.516715,-607.514160,-1522.033569,65.082031
1459,0,-0.044062,-0.001736,1.516498,-607.542664,-1522.071899,65.046822
1460,0,-0.043533,-0.001580,1.516611,-607.526733,-1522.056152,65.071762
1461,0,-0.043257,-0.001700,1.516377,-607.512024,-1522.040527,65.080444
1462,0,-0.044045,-0.001911,1.516302,-607.504578,-1522.055420,65.064850
1463,0,-0.042986,-0.000613,1.516736,-607.520142,-1522.041748,65.073227
1464,0,-0.044208,-0.002059,1.516520,-607.511902,-1522.041260,65.060516
1465,0,-0.043876,-0.000760,1.517154,-607.554382,-1522.071411,65.041534
1466,0,-0.044739,-0.002274,1.516662,-607.506531,-1522.041016,65.071815
1467,0,-0.044016,-0.001290,1.516783,-607.529236,-1522.052490,65.058182
1468,0,-0.044051,-0.001846,1.516003,-607.498047,-1522.036133,65.097672
1469,0,-0.043917,-0.001831,1.516510,-607.509277,-1522.050659,65.068230
1470,0,-0.043750,-0.001390,1.516750,-607.540405,-1522.057861,65.061821
1471,0,-0.044265,-0.002038,1.516379,-607.483826,-1522.033813,65.090477
1472,0,-0.044662,-0.002066,1.516754,-607.507507,-1522.047729,65.067245
1473,0,-0.043913,-0.001493,1.516427,-607.510193,-1522.040771,65.092690
1474,0,-0.043562,-0.001048,1.516731,-607.539124,-1522.072754,65.047508
1475,0,-0.043097,-0.000794,1.515968,-607.535645,-1522.069336,65.064697
1476,0,-0.043465,-0.001282,1.516603,-607.527283,-1522.057495,65.079132
1477,0,-0.043095,-0.001252,1.516761,-607.514343,-1522.038452,65.081993
1478,0,-0.043721,-0.001130,1.516620,-607.498535,-1522.036499,65.079422
1479,0,-0.043705,-0.001818,1.516415,-607.495422,-1522.042969,65.087334
1480,0,-0.044444,-0.001479,1.516476,-607.518921,-1522.057495,65.050751
1481,0,-0.044159,-0.001062,1.516826,-607.521973,-1522.057617,65.057068
1482,0,-0.042559,-0.000565,1.516555,-607.530396,-1522.045410,65.079636
1483,0,-0.045813,-0.002518,1.516670,-607.520691,-1522.065796,65.050903
1484,0,-0.043840,-0.001371,1.516686,-607.531372,-1522.050537,65.058708
1485,0,-0.043310,-0.000787,1.516515,-607.523193,-1522.055786,65.067726
1486,0,-0.043679,-0.001451,1.516240,-607.507141,-1522.038208,65.091255
1487,0,-0.044532,-0.001759,1.516304,-607.520691,-1522.055786,65.069244
1488,0,-0.044032,-0.001540,1.516377,-607.503052,-1522.043457,65.086494
1489,0,-0.043766,-0.001729,1.516892,-607.514160,-1522.035767,65.083282
1490,0,-0.043912,-0.001416,1.516705,-607.507507,-1522.042847,65.066643
1491,0,-0.043225,-0.001074,1.516335,-607.512878,-1522.056152,65.066650
1492,0,-0.043808,-0.001458,1.516436,-607.506409,-1522.043091,65.079407
1493,0,-0.044854,-0.002393,1.516664,-607.522583,-1522.062866,65.056389
1494,0,-0.043663,-0.000982,1.516888,-607.516724,-1522.035522,65.084663
1495,0,-0.043767,-0.001611,1.516099,-607.490356,-1522.031006,65.097267
1496,0,-0.042569,-0.000371,1.516269,-607.510132,-1522.034424,65.089951
1497,0,-0.044329,-0.002151,1.516448,-607.507446,-1522.047607,65.073540
1498,0,-0.044264,-0.001376,1.516370,-607.555420,-1522.092896,65.033875
1499,0,-0.043871,-0.001631,1.516462,-607.516663,-1522.056641,65.066986
1500,0,-0.043873,-0.001826,1.516604,-607.513855,-1522.041870,65.069321
1501,0,-0.042932,-0.001123,1.516436,-607.514832,-1522.042603,65.071228
1502,0,-0.044123,-0.001965,1.516433,-607.501221,-1522.035034,65.101219
1503,0,-0.043775,-0.001807,1.516251,-607.483948,-1522.030640,65.104141
1504,0,-0.045528,-0.001954,1.516682,-607.517883,-1522.055908,65.061356
1505,0,-0.043260,-0.001090,1.516439,-607.512024,-1522.028320,65.102791
1506,0,-0.043976,-0.001234,1.516662,-607.497925,-1522.042847,65.078384
1507,0,-0.044471,-0.001981,1.516735,-607.530090,-1522.068726,65.061798
1508,0,-0.043367,-0.001566,1.516205,-607.493835,-1522.030762,65.101013
1509,0,-0.043858,-0.001690,1.516175,-607.496643,-1522.041870,65.080376
1510,0,-0.044166,-0.001694,1.516622,-607.512573,-1522.061768,65.063316
1511,0,-0.044489,-0.001930,1.516708,-607.522034,-1522.048584,65.070335
1512,0,-0.044142,-0.001733,1.516450,-607.501099,-1522.035278,65.080528
1513,0,-0.043281,-0.001514,1.516410,-607.528137,-1522.054810,65.076500
1514,0,-0.043542,-0.001039,1.516483,-607.504639,-1522.030518,65.084656
1515,0,-0.042950,-0.001188,1.516140,-607.513916,-1522.047485,65.078468
1516,0,-0.044391,-0.001987,1.516490,-607.519653,-1522.050049,65.070076
1517,0,-0.043501,-0.001181,1.516545,-607.522705,-1522.048828,65.065186
1518,0,-0.046600,-0.005891,1.516398,-607.485107,-1522.046265,65.051582
1519,0,-0.044530,-0.001580,1.516615,-607.521179,-1522.048340,65.063423
1520,0,-0.043726,-0.001831,1.516577,-607.511780,-1522.041870,65.082832
1521,0,-0.044347,-0.001993,1.516394,-607.480225,-1522.022095,65.096497
1522,0,-0.045007,-0.002247,1.516822,-607.506165,-1522.039185,65.076431
1523,0,-0.042959,-0.000763,1.516138,-607.521057,-1522.046143,65.077332
1524,0,-0.044178,-0.001314,1.516905,-607.512207,-1522.031128,65.085930
1525,0,-0.043551,-0.001386,1.516357,-607.500244,-1522.038208,65.089149
1526,0,-0.044117,-0.001389,1.516628,-607.524963,-1522.068359,65.056671
1527,0,-0.043445,-0.001095,1.516671,-607.535583,-1522.065430,65.054237
1528,0,-0.044654,-0.001240,1.516693,-607.514038,-1522.047119,65.073311
1529,0,-0.043351,-0.001501,1.516378,-607.516663,-1522.047974,65.078873
1530,0,-0.043589,-0.001168,1.516430,-607.521667,-1522.056030,65.062256
1531,0,-0.044650,-0.002575,1.516584,-607.515259,-1522.058350,65.076027
1532,0,-0.044503,-0.001761,1.517172,-607.521606,-1522.051758,65.062683
1533,0,-0.043613,-0.000955,1.517245,-607.542175,-1522.062744,65.049843
1534,0,-0.043952,-0.001359,1.516345,-607.509644,-1522.046753,65.060318
1535,0,-0.043299,-0.001084,1.516414,-607.509277,-1522.044434,65.071793
1536,0,-0.044638,-0.001567,1.516988,-607.515808,-1522.040649,65.057030
1537,0,-0.043980,-0.001601,1.516451,-607.498535,-1522.028687,65.091995
1538,0,-0.044039,-0.001783,1.516168,-607.511963,-1522.047485,65.068375
1539,0,-0.043620,-0.001349,1.516570,-607.517578,-1522.035400,65.089020
1540,0,-0.044264,-0.001861,1.516183,-607.508240,-1522.049805,65.068832
1541,0,-0.043466,-0.000704,1.516776,-607.544983,-1522.066162,65.041504
1542,0,-0.044076,-0.001942,1.517114,-607.524597,-1522.058228,65.077217
1543,0,-0.044085,-0.001251,1.516870,-607.529907,-1522.055908,65.059273
1544,0,-0.044751,-0.002669,1.516653,-607.522705,-1522.049805,65.073494
1545,0,-0.043798,-0.001636,1.516518,-607.488892,-1522.033447,65.095741
1546,0,-0.044118,-0.001404,1.516641,-607.507690,-1522.044922,65.072098
1547,0,-0.044307,-0.001908,1.516747,-607.504211,-1522.038696,65.080833
1548,0,-0.044824,-0.002422,1.516328,-607.501343,-1522.044922,65.069595
1549,0,-0.044454,-0.001344,1.517053,-607.525696,-1522.052734,65.062897
1550,0,-0.043371,-0.001033,1.516529,-607.515137,-1522.035645,65.083130
1551,0,-0.043796,-0.001643,1.516532,-607.527771,-1522.057129,65.075447
1552,0,-0.043931,-0.001505,1.516505,-607.499146,-1522.045288,65.079674
1553,0,-0.046527,-0.005801,1.516749,-607.461548,-1522.015015,65.081322
1554,0,-0.044107,-0.001309,1.516536,-607.516113,-1522.050415,65.068199
1555,0,-0.044284,-0.001683,1.516726,-607.494019,-1522.026367,65.087822
1556,0,-0.045033,-0.005360,1.516225,-607.481079,-1522.017456,65.075508
1557,0,-0.042812,-0.000513,1.516734,-607.525696,-1522.044922,65.081505
1558,0,-0.044993,-0.002485,1.516518,-607.515198,-1522.041626,65.058701
1559,0,-0.044418,-0.001472,1.517239,-607.503235,-1522.028809,65.074829
1560,0,-0.044395,-0.002081,1.516654,-607.508545,-1522.053345,65.082573
1561,0,-0.044175,-0.001131,1.516908,-607.532593,-1522.060791,65.045670
1562,0,-0.043923,-0.001313,1.516521,-607.514587,-1522.055054,65.048729
1563,0,-0.043739,-0.001204,1.516755,-607.520935,-1522.055542,65.069405
1564,0,-0.043301,-0.001518,1.516347,-607.506042,-1522.043457,65.084709
1565,0,-0.044363,-0.001819,1.516324,-607.508850,-1522.058960,65.066734
1566,0,-0.043841,-0.001636,1.516325,-607.490845,-1522.031738,65.097000
1567,0,-0.045838,-0.005625,1.516574,-607.451599,-1521.999023,65.100723
1568,0,-0.043230,-0.001019,1.516266,-607.510437,-1522.047974,65.076736
1569,0,-0.044942,-0.002007,1.516714,-607.512634,-1522.048218,65.065598
1570,0,-0.041847,-0.000110,1.516317,-607.500854,-1522.023926,65.087967
1571,0,-0.042597,-0.000759,1.516419,-607.492676,-1522.033325,65.088875
1572,0,-0.044679,-0.001789,1.516567,-607.518005,-1522.056885,65.062393
1573,0,-0.045206,-0.002294,1.517022,-607.502808,-1522.032959,65.075508
1574,0,-0.043797,-0.001743,1.516597,-607.496460,-1522.035156,65.093582
1575,0,-0.043763,-0.001585,1.516312,-607.516602,-1522.053833,65.072121
1576,0,-0.046191,-0.005739,1.516532,-607.488892,-1522.027832,65.055275
1577,0,-0.044111,-0.001470,1.516854,-607.525940,-1522.052490,65.059624
1578,0,-0.042991,-0.000869,1.516615,-607.519531,-1522.052490,65.058701
1579,0,-0.043688,-0.001588,1.516394,-607.515076,-1522.051514,65.056892
1580,0,-0.042876,-0.000737,1.516278,-607.506714,-1522.030762,65.090134
1581,0,-0.042846,-0.000439,1.516726,-607.528992,-1522.057373,65.069374
1582,0,-0.044289,-0.001971,1.516693,-607.491577,-1522.027954,65.102264
1583,0,-0.044515,-0.001628,1.516467,-607.501404,-1522.047485,65.067879
1584,0,-0.043754,-0.001890,1.516598,-607.516357,-1522.044800,65.074066
1585,0,-0.042779,-0.000806,1.516348,-607.519775,-1522.046509,65.068359
1586,0,-0.044713,-0.002078,1.516646,-607.509949,-1522.058472,65.066826
1587,0,-0.043656,-0.001365,1.516687,-607.517517,-1522.052124,65.073006
1588,0,-0.044350,-0.001667,1.516316,-607.512756,-1522.061035,65.057503
1589,0,-0.043878,-0.001660,1.516547,-607.488953,-1522.020752,65.103149
1590,0,-0.043736,-0.001589,1.516522,-607.527710,-1522.056885,65.062027
1591,0,-0.044115,-0.001572,1.516698,-607.499146,-1522.029053,65.083733
1592,0,-0.042662,-0.000885,1.516309,-607.517578,-1522.042603,65.076233
1593,0,-0.043820,-0.001270,1.516221,-607.491516,-1522.039551,65.085060
1594,0,-0.044695,-0.001641,1.516805,-607.505920,-1522.044067,65.060211
1595,0,-0.043526,-0.001718,1.516796,-607.515137,-1522.044556,65.082062
1596,0,-0.044035,-0.001680,1.516348,-607.498047,-1522.039795,65.073784
1597,0,-0.044726,-0.001826,1.516987,-607.501465,-1522.029785,65.086220
1598,0,-0.043101,-0.000955,1.516900,-607.544373,-1522.060913,65.072464
1599,0,-0.043387,-0.000672,1.516505,-607.510620,-1522.037476,65.081871
1600,0,-0.044115,-0.001832,1.516272,-607.519043,-1522.067627,65.069214
1601,0,-0.043557,-0.001487,1.516466,-607.517578,-1522.066528,65.064949
1602,0,-0.044200,-0.001632,1.516575,-607.493835,-1522.025024,65.071777
1603,0,-0.043966,-0.001716,1.517066,-607.495483,-1522.017578,65.091232
1604,0,-0.044096,-0.001606,1.516391,-607.506348,-1522.038086,65.069412
1605,0,-0.043418,-0.001127,1.516616,-607.479309,-1522.016846,65.105736
1606,0,-0.044071,-0.001858,1.516512,-607.504272,-1522.039673,65.085197
1607,0,-0.043936,-0.001887,1.516819,-607.533325,-1522.053711,65.076248
1608,0,-0.043453,-0.001168,1.516516,-607.537842,-1522.052490,65.067146
1609,0,-0.043499,-0.000815,1.516893,-607.543823,-1522.069092,65.048233
1610,0,-0.043706,-0.001194,1.516363,-607.517822,-1522.051758,65.061546
1611,0,-0.043828,-0.001336,1.516519,-607.513000,-1522.046997,65.085182
1612,0,-0.044585,-0.002032,1.516254,-607.492798,-1522.043091,65.074501
1613,0,-0.043184,-0.000900,1.516509,-607.502441,-1522.042725,65.077499
1614,0,-0.043560,-0.001683,1.516543,-607.521484,-1522.040649,65.072578
1615,0,-0.044296,-0.001515,1.516914,-607.506592,-1522.044067,65.078011
1616,0,-0.042867,-0.000617,1.516396,-607.525818,-1522.051636,65.065071
1617,0,-0.043460,-0.000718,1.517158,-607.539185,-1522.056030,65.054008
1618,0,-0.044185,-0.001771,1.516685,-607.515503,-1522.053223,65.069908
1619,0,-0.043397,-0.001736,1.516518,-607.528564,-1522.049438,65.067406
1620,0,-0.043574,-0.001414,1.515985,-607.493896,-1522.032837,65.093033
1621,0,-0.044069,-0.001557,1.516727,-607.497864,-1522.025879,65.089111
1622,0,-0.042927,-0.001075,1.516488,-607.526367,-1522.052490,65.067635
1623,0,-0.042583,-0.000518,1.516278,-607.518005,-1522.047852,65.081131
1624,0,-0.044395,-0.002334,1.516370,-607.521729,-1522.064819,65.052177
1625,0,-0.044648,-0.001948,1.516876,-607.512207,-1522.035767,65.079285
1626,0,-0.043601,-0.001270,1.516581,-607.526794,-1522.054077,65.059242
1627,0,-0.044313,-0.002195,1.516787,-607.535889,-1522.058350,65.054321
1628,0,-0.043553,-0.000859,1.516566,-607.512085,-1522.033081,65.074066
1629,0,-0.044530,-0.002429,1.516760,-607.495300,-1522.025635,65.092400
1630,0,-0.045378,-0.005082,1.516486,-607.485596,-1522.025024,65.068604
1631,0,-0.045603,-0.005457,1.516302,-607.494873,-1522.041504,65.061729
1632,0,-0.043879,-0.002002,1.516062,-607.492310,-1522.033936,65.093231
1633,0,-0.043586,-0.001259,1.516680,-607.514954,-1522.039185,65.089050
1634,0,-0.045267,-0.002972,1.516442,-607.501953,-1522.053711,65.079781
1635,0,-0.044222,-0.001688,1.516868,-607.489258,-1522.028564,65.088432
1636,0,-0.044067,-0.001977,1.516793,-607.524963,-1522.051147,65.061310
1637,0,-0.044897,-0.002466,1.517002,-607.525330,-1522.055420,65.080452
1638,0,-0.044302,-0.001724,1.516516,-607.502380,-1522.055054,65.071335
1639,0,-0.044306,-0.001122,1.516627,-607.525085,-1522.047363,65.057899
1640,0,-0.043961,-0.001452,1.516701,-607.533325,-1522.056274,65.058487
1641,0,-0.044773,-0.002268,1.516769,-607.510437,-1522.042236,65.056458
1642,0,-0.043609,-0.001742,1.516494,-607.501465,-1522.036255,65.092514
1643,0,-0.044558,-0.001950,1.516753,-607.530457,-1522.050659,65.044266
1644,0,-0.043724,-0.001616,1.516491,-607.484924,-1522.025269,65.090851
1645,0,-0.044523,-0.001991,1.516628,-607.495117,-1522.038940,65.084885
1646,0,-0.044724,-0.002235,1.516298,-607.489075,-1522.042725,65.089241
1647,0,-0.044865,-0.001951,1.516479,-607.505493,-1522.045776,65.071083
1648,0,-0.046025,-0.006018,1.516330,-607.487305,-1522.034058,65.070984
1649,0,-0.043641,-0.001291,1.516822,-607.524170,-1522.043945,65.067558
1650,0,-0.044229,-0.001627,1.516798,-607.525574,-1522.050293,65.060890
1651,0,-0.044095,-0.001474,1.516541,-607.507019,-1522.044189,65.063583
1652,0,-0.046473,-0.006267,1.516460,-607.470398,-1522.026733,65.084427
1653,0,-0.043056,-0.000784,1.516631,-607.520386,-1522.051636,65.075409
1654,0,-0.042785,-0.000578,1.516492,-607.511719,-1522.044678,65.076988
1655,0,-0.044630,-0.002224,1.516492,-607.512573,-1522.060669,65.068344
1656,0,-0.045327,-0.002412,1.516963,-607.520264,-1522.051392,65.069588
1657,0,-0.044586,-0.002101,1.516587,-607.523499,-1522.060547,65.050163
1658,0,-0.045544,-0.005365,1.516081,-607.464844,-1522.025024,65.087784
1659,0,-0.045152,-0.002272,1.516997,-607.505676,-1522.030029,65.073921
1660,0,-0.044411,-0.001927,1.516521,-607.505615,-1522.040161,65.077377
1661,0,-0.043859,-0.001676,1.516989,-607.506165,-1522.038208,65.079788
1662,0,-0.043862,-0.001491,1.517005,-607.533875,-1522.067627,65.053505
1663,0,-0.044563,-0.002043,1.516655,-607.497498,-1522.043457,65.086128
1664,0,-0.044700,-0.001366,1.517043,-607.507874,-1522.046387,65.062271
1665,0,-0.044178,-0.001381,1.516320,-607.521240,-1522.066284,65.062737
1666,0,-0.044874,-0.002388,1.516434,-607.511963,-1522.040283,65.062103
1667,0,-0.043093,-0.000917,1.516587,-607.532104,-1522.076538,65.047836
1668,0,-0.043577,-0.000889,1.517135,-607.539062,-1522.042358,65.061462
1669,0,-0.043437,-0.001204,1.516454,-607.502380,-1522.029175,65.087234
1670,0,-0.045988,-0.005655,1.516433,-607.474182,-1522.027832,65.071793
1671,0,-0.043519,-0.001229,1.516588,-607.501404,-1522.031616,65.087738
1672,0,-0.043260,-0.001188,1.516088,-607.515808,-1522.050781,65.078720
1673,0,-0.044010,-0.001558,1.516467,-607.505798,-1522.044556,65.073799
1674,0,-0.043655,-0.001158,1.516432,-607.489563,-1522.030884,65.082825
1675,0,-0.044367,-0.002375,1.516802,-607.502930,-1522.041992,65.069923
1676,0,-0.043038,-0.000686,1.516927,-607.531067,-1522.052002,65.073532
1677,0,-0.044345,-0.001345,1.516957,-607.541199,-1522.066772,65.052734
1678,0,-0.043480,-0.001448,1.516779,-607.518311,-1522.056763,65.075729
1679,0,-0.045930,-0.005400,1.516717,-607.495483,-1522.046021,65.051071
1680,0,-0.044777,-0.002078,1.516518,-607.509583,-1522.049316,65.064568
1681,0,-0.044226,-0.001910,1.516447,-607.501282,-1522.038208,65.072899
1682,0,-0.044449,-0.001987,1.516521,-607.494446,-1522.035767,65.072601
1683,0,-0.043830,-0.001206,1.516848,-607.526978,-1522.047729,65.060623
1684,0,-0.044355,-0.001568,1.516422,-607.497925,-1522.036011,65.085846
1685,0,-0.043484,-0.001835,1.516294,-607.516602,-1522.056641,65.073318
1686,0,-0.044709,-0.001771,1.517006,-607.534851,-1522.077271,65.039780
1687,0,-0.045718,-0.005632,1.516611,-607.485107,-1522.027100,65.070686
1688,0,-0.046102,-0.005060,1.516778,-607.504272,-1522.058350,65.024757
1689,0,-0.043574,-0.001870,1.516497,-607.536621,-1522.075684,65.051437
1690,0,-0.044009,-0.001275,1.516243,-607.494751,-1522.048340,65.076355
1691,0,-0.043466,-0.000880,1.516136,-607.499451,-1522.039062,65.076942
1692,0,-0.043403,-0.001360,1.516527,-607.487488,-1522.015991,65.101273
1693,0,-0.044672,-0.001446,1.516771,-607.529053,-1522.058350,65.063263
1694,0,-0.045590,-0.002945,1.516614,-607.494263,-1522.052979,65.081909
1695,0,-0.047465,-0.006565,1.516892,-607.495911,-1522.043823,65.053024
1696,0,-0.043869,-0.001683,1.516805,-607.527039,-1522.058105,65.062111
1697,0,-0.043909,-0.001698,1.516434,-607.518250,-1522.053345,65.072197
1698,0,-0.043901,-0.001499,1.516665,-607.514160,-1522.048828,65.070206
1699,0,-0.043448,-0.001353,1.516470,-607.500366,-1522.040771,65.085793
1700,0,-0.043983,-0.001719,1.516349,-607.498047,-1522.033813,65.081551
1701,0,-0.043735,-0.001834,1.516707,-607.522949,-1522.051758,65.066216
1702,0,-0.045290,-0.002501,1.516618,-607.509460,-1522.061768,65.052414
1703,0,-0.044911,-0.001942,1.516460,-607.492554,-1522.027588,65.084801
1704,0,-0.044169,-0.001146,1.516466,-607.509094,-1522.052368,65.066040
1705,0,-0.044097,-0.001414,1.516499,-607.501160,-1522.035400,65.083733
1706,0,-0.044665,-0.001699,1.516879,-607.485413,-1522.023682,65.089088
1707,0,-0.044723,-0.001590,1.517142,-607.521790,-1522.057129,65.054962
1708,0,-0.043921,-0.001144,1.516557,-607.513000,-1522.055542,65.066200
1709,0,-0.043191,-0.001220,1.516212,-607.504822,-1522.047852,65.079102
1710,0,-0.043986,-0.001654,1.516617,-607.485779,-1522.015503,65.100990
1711,0,-0.044018,-0.001706,1.516576,-607.521851,-1522.065796,65.049904
1712,0,-0.043789,-0.001621,1.516726,-607.498474,-1522.034668,65.078156
1713,0,-0.043333,-0.001238,1.516595,-607.520020,-1522.050537,65.075165
1714,0,-0.043692,-0.001372,1.516364,-607.507080,-1522.048828,65.072884
1715,0,-0.044460,-0.001832,1.515886,-607.498962,-1522.046021,65.070686
1716,0,-0.043822,-0.000860,1.516856,-607.502502,-1522.028809,65.079857
1717,0,-0.044244,-0.001601,1.516795,-607.527161,-1522.046875,65.056328
1718,0,-0.043557,-0.001481,1.516588,-607.521362,-1522.040894,65.067375
1719,0,-0.042970,-0.001148,1.516447,-607.493042,-1522.023193,65.087418
1720,0,-0.043538,-0.001427,1.516194,-607.510071,-1522.050293,65.074791
1721,0,-0.043135,-0.001169,1.516493,-607.493408,-1522.031006,65.095779
1722,0,-0.044303,-0.001940,1.516893,-607.535522,-1522.064575,65.059174
1723,0,-0.043567,-0.000967,1.516402,-607.526489,-1522.061890,65.051575
1724,0,-0.043630,-0.002391,1.516362,-607.502808,-1522.044434,65.083618
1725,0,-0.044136,-0.001594,1.516771,-607.539795,-1522.074219,65.052414
1726,0,-0.043112,-0.000351,1.516740,-607.500916,-1522.027954,65.083199
1727,0,-0.042697,-0.000729,1.516074,-607.496216,-1522.030762,65.086334
1728,0,-0.044660,-0.002320,1.516616,-607.513733,-1522.056519,65.061401
1729,0,-0.043928,-0.001443,1.516811,-607.533020,-1522.062500,65.062599
1730,0,-0.044302,-0.001770,1.516803,-607.529114,-1522.059937,65.063637
1731,0,-0.044075,-0.001552,1.516680,-607.535034,-1522.064697,65.044220
1732,0,-0.045736,-0.003005,1.516389,-607.494263,-1522.041016,65.080383
1733,0,-0.043088,-0.001482,1.516473,-607.524475,-1522.043701,65.085114
1734,0,-0.043903,-0.001322,1.516500,-607.503235,-1522.034180,65.082916
1735,0,-0.046636,-0.006218,1.516652,-607.489197,-1522.045898,65.055138
1736,0,-0.044611,-0.002345,1.516502,-607.481384,-1522.024292,65.094688
1737,0,-0.044840,-0.002210,1.516742,-607.488281,-1522.029053,65.086823
1738,0,-0.043984,-0.001564,1.516671,-607.511414,-1522.049438,65.074394
1739,0,-0.044823,-0.001904,1.516456,-607.503540,-1522.044922,65.065857
1740,0,-0.044770,-0.002004,1.516661,-607.494080,-1522.038452,65.091599
1741,0,-0.044363,-0.001848,1.516678,-607.502319,-1522.045532,65.082169
1742,0,-0.044942,-0.002285,1.516785,-607.520081,-1522.051514,65.056656
1743,0,-0.045704,-0.005527,1.516224,-607.478638,-1522.042847,65.057983
1744,0,-0.044469,-0.002192,1.516428,-607.503479,-1522.051758,65.076569
1745,0,-0.046349,-0.005667,1.516557,-607.489990,-1522.052368,65.042984
1746,0,-0.044481,-0.001420,1.516712,-607.519958,-1522.064697,65.050812
1747,0,-0.044215,-0.001903,1.517009,-607.519409,-1522.045654,65.062370
1748,0,-0.043455,-0.001346,1.516464,-607.518494,-1522.046387,65.068283
1749,0,-0.043737,-0.001213,1.516609,-607.514404,-1522.046509,65.068642
1750,0,-0.044353,-0.001410,1.516848,-607.526306,-1522.049316,65.064308
1751,0,-0.043735,-0.001229,1.516438,-607.509521,-1522.046631,65.060905
1752,0,-0.044350,-0.001774,1.517099,-607.538879,-1522.064819,65.052879
1753,0,-0.043863,-0.001317,1.516921,-607.512939,-1522.030273,65.079857
1754,0,-0.044428,-0.001878,1.516351,-607.494690,-1522.043213,65.074074
1755,0,-0.043687,-0.001420,1.516490,-607.503174,-1522.029053,65.089493
1756,0,-0.044825,-0.001949,1.516476,-607.484680,-1522.031494,65.080956
1757,0,-0.044264,-0.001498,1.516992,-607.523743,-1522.051514,65.053589
1758,0,-0.043986,-0.001397,1.516433,-607.514771,-1522.042480,65.075653
1759,0,-0.044153,-0.001374,1.517013,-607.522949,-1522.047974,65.058777
1760,0,-0.043147,-0.000730,1.516497,-607.493347,-1522.025513,65.085663
1761,0,-0.044150,-0.001808,1.516536,-607.518005,-1522.058105,65.066002
1762,0,-0.042920,-0.000505,1.516383,-607.536743,-1522.072144,65.050514
1763,0,-0.044590,-0.001415,1.516831,-607.531860,-1522.065186,65.049156
