Objects
100
,,Global Angle drone1:drone1,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
16945,0,-0.002112,-0.029979,-3.443583,-861.908752,-496.756897,65.551285
16946,0,-0.001276,-0.027782,-3.445131,-861.857544,-496.751068,65.559929
16947,0,-0.002398,-0.022854,-3.447556,-861.851379,-496.704193,65.574577
16948,0,-0.002218,-0.018924,-3.449152,-861.823975,-496.710571,65.587135
16949,0,-0.001260,-0.017837,-3.450112,-861.833191,-496.732697,65.537590
16950,0,-0.001650,-0.015522,-3.452085,-861.852783,-496.757385,65.508232
16951,0,0.000170,-0.010743,-3.452848,-861.883362,-496.810944,65.466202
16952,0,-0.000298,-0.009815,-3.454545,-861.894348,-496.794067,65.454033
16953,0,0.001978,-0.005970,-3.455178,-861.870667,-496.793762,65.427856
16954,0,0.002088,-0.003051,-3.456594,-861.914856,-496.805176,65.383514
16955,0,0.002821,-0.004635,-3.457122,-861.970581,-496.798950,65.335693
16956,0,0.003861,-0.003593,-3.457822,-861.978760,-496.812164,65.305862
16957,0,0.003937,-0.000243,-3.458609,-861.965881,-496.810364,65.290268
16958,0,0.004418,0.000135,-3.459809,-861.966431,-496.754669,65.287476
16959,0,0.005369,0.002426,-3.461187,-861.977905,-496.714630,65.280136
16960,0,0.004486,-0.001108,-3.461314,-861.989075,-496.671906,65.265244
16961,0,0.004889,-0.001794,-3.462272,-861.962891,-496.586548,65.272591
16962,0,0.003615,-0.004574,-3.463238,-861.978455,-496.525696,65.263527
16963,0,0.004631,-0.006384,-3.463552,-861.941467,-496.445648,65.276237
16964,0,0.003322,-0.003870,-3.465094,-861.868225,-496.399658,65.318344
16965,0,0.001132,-0.003931,-3.465842,-861.792358,-496.353455,65.398384
16966,0,-0.000098,-0.001723,-3.467055,-861.726440,-496.333435,65.467773
16967,0,-0.000232,-0.000948,-3.467554,-861.644897,-496.331726,65.519165
16968,0,-0.001934,-0.001069,-3.468530,-861.547913,-496.286346,65.570084
16969,0,-0.004861,-0.002213,-3.469589,-861.455261,-496.256683,65.624550
16970,0,-0.006384,-0.004373,-3.470566,-861.366943,-496.200317,65.688972
16971,0,-0.007177,-0.002854,-3.471272,-861.275635,-496.147797,65.764183
16972,0,-0.006915,-0.000835,-3.471940,-861.198486,-496.080505,65.823341
16973,0,-0.008440,-0.003336,-3.473460,-861.112061,-496.077301,65.860298
16974,0,-0.009989,-0.003517,-3.473040,-861.064392,-496.058807,65.871483
16975,0,-0.011335,-0.005963,-3.473811,-860.979553,-496.032074,65.925713
16976,0,-0.012227,-0.003690,-3.474303,-860.898315,-496.013428,65.970367
16977,0,-0.013174,-0.005179,-3.475768,-860.871277,-495.963104,66.010239
16978,0,-0.012196,-0.003593,-3.475893,-860.801941,-495.926758,66.028824
16979,0,-0.012786,-0.006516,-3.476686,-860.808044,-495.848206,65.990044
16980,0,-0.012879,-0.007467,-3.476747,-860.740356,-495.872742,65.974594
16981,0,-0.014606,-0.011668,-3.477395,-860.707275,-495.829315,65.972900
16982,0,-0.013321,-0.008291,-3.478180,-860.683533,-495.811890,65.987854
16983,0,-0.012701,-0.005864,-3.479361,-860.628845,-495.756897,66.023018
16984,0,-0.011978,-0.006573,-3.479991,-860.631653,-495.728638,65.988350
16985,0,-0.013393,-0.010475,-3.480293,-860.589355,-495.716003,65.966553
16986,0,-0.014375,-0.014565,-3.480574,-860.547241,-495.665283,65.948227
16987,0,-0.013924,-0.012009,-3.481514,-860.511597,-495.655060,65.935677
16988,0,-0.013035,-0.010817,-3.482238,-860.497314,-495.642944,65.960037
16989,0,-0.011839,-0.007378,-3.483382,-860.471130,-495.626343,66.000229
16990,0,-0.011323,-0.007925,-3.483592,-860.424561,-495.609253,65.988319
16991,0,-0.012865,-0.011567,-3.484355,-860.384460,-495.640106,66.009682
16992,0,-0.014866,-0.010045,-3.485170,-860.355835,-495.722198,66.006538
16993,0,-0.013527,-0.002701,-3.486159,-860.329224,-495.736359,66.059341
16994,0,-0.013003,-0.000385,-3.486847,-860.272888,-495.794342,66.089417
16995,0,-0.013875,-0.001462,-3.488088,-860.223145,-495.770447,66.100983
16996,0,-0.013324,-0.005012,-3.488111,-860.209595,-495.785034,66.066551
16997,0,-0.014838,-0.008793,-3.488250,-860.160889,-495.791382,66.063049
16998,0,-0.015841,-0.008529,-3.488749,-860.109375,-495.857544,66.082428
16999,0,-0.015804,-0.004649,-3.489250,-860.044983,-495.897278,66.096771
17000,0,-0.016196,-0.005868,-3.489493,-860.041931,-495.917938,66.116562
17001,0,-0.016196,-0.002473,-3.490455,-859.973633,-495.918335,66.151932
17002,0,-0.016191,-0.006169,-3.490991,-859.966736,-495.932983,66.147339
17003,0,-0.016534,-0.006413,-3.490311,-859.923157,-495.971252,66.145630
17004,0,-0.017412,-0.008978,-3.490468,-859.904236,-495.969116,66.141098
17005,0,-0.018384,-0.009523,-3.492043,-859.814453,-496.007141,66.161575
17006,0,-0.019298,-0.011900,-3.491393,-859.780273,-496.020691,66.172867
17007,0,-0.020245,-0.013137,-3.491781,-859.730042,-496.068878,66.175865
17008,0,-0.019914,-0.010539,-3.492091,-859.691956,-496.059967,66.192726
17009,0,-0.019754,-0.010161,-3.492861,-859.652832,-496.033142,66.198448
17010,0,-0.018815,-0.008781,-3.492996,-859.574768,-495.955231,66.227608
17011,0,-0.018183,-0.008944,-3.493890,-859.558289,-495.941833,66.222229
17012,0,-0.018088,-0.008256,-3.494632,-859.469727,-495.950287,66.252823
17013,0,-0.020076,-0.007766,-3.495403,-859.489563,-495.988403,66.254440
17014,0,-0.020194,-0.009024,-3.494959,-859.442383,-496.080872,66.255234
17015,0,-0.020220,-0.012196,-3.494883,-859.412109,-496.068726,66.232933
17016,0,-0.021109,-0.016153,-3.495531,-859.383545,-496.048462,66.214890
17017,0,-0.020232,-0.012433,-3.496439,-859.327087,-495.977020,66.219193
17018,0,-0.021065,-0.015818,-3.496715,-859.294434,-496.011261,66.225838
17019,0,-0.020301,-0.011263,-3.496931,-859.245483,-495.996521,66.234673
17020,0,-0.019719,-0.007720,-3.497652,-859.210022,-495.999329,66.283142
17021,0,-0.020326,-0.005087,-3.498852,-859.117432,-495.999268,66.324135
17022,0,-0.020483,-0.008767,-3.499799,-859.081848,-495.978394,66.336647
17023,0,-0.020396,-0.008295,-3.500134,-859.009216,-495.917603,66.322578
17024,0,-0.022055,-0.013878,-3.500254,-858.959351,-495.899689,66.350777
17025,0,-0.023218,-0.014769,-3.500281,-858.876282,-495.896790,66.373512
17026,0,-0.025253,-0.016806,-3.501417,-858.748108,-495.826721,66.448227
17027,0,-0.025658,-0.018525,-3.502437,-858.623535,-495.800812,66.481255
17028,0,-0.026604,-0.020369,-3.502574,-858.515137,-495.707367,66.535538
17029,0,-0.028985,-0.019003,-3.503083,-858.435730,-495.690552,66.606979
17030,0,-0.029881,-0.019746,-3.503250,-858.330994,-495.667725,66.659668
17031,0,-0.031334,-0.020095,-3.504054,-858.208252,-495.640808,66.720207
17032,0,-0.032934,-0.022410,-3.504747,-858.102478,-495.596436,66.784119
17033,0,-0.033484,-0.022876,-3.504645,-857.951782,-495.584198,66.868805
17034,0,-0.034790,-0.021788,-3.504277,-857.854614,-495.568176,66.907143
17035,0,-0.035784,-0.022710,-3.505360,-857.691833,-495.560120,66.956360
17036,0,-0.035659,-0.023507,-3.505728,-857.578979,-495.526703,66.986122
17037,0,-0.036597,-0.022768,-3.506304,-857.478333,-495.511871,67.025436
17038,0,-0.036752,-0.019735,-3.507137,-857.340149,-495.475800,67.063187
17039,0,-0.037517,-0.018679,-3.507794,-857.250183,-495.457367,67.089417
17040,0,-0.038046,-0.021526,-3.508694,-857.132141,-495.434937,67.088959
17041,0,-0.036048,-0.018585,-3.508651,-857.049805,-495.399017,67.062737
17042,0,-0.035609,-0.020044,-3.508437,-856.967102,-495.334412,67.052162
17043,0,-0.033828,-0.020931,-3.509671,-856.917542,-495.253174,67.010933
17044,0,-0.033732,-0.022517,-3.509926,-856.862000,-495.205170,66.993645
17045,0,-0.033806,-0.026844,-3.510540,-856.816772,-495.154602,66.958450
17046,0,-0.033443,-0.025474,-3.511600,-856.786499,-495.121033,66.931625
17047,0,-0.032704,-0.026951,-3.511456,-856.759216,-495.059662,66.907806
17048,0,-0.033143,-0.029026,-3.512538,-856.702576,-495.011871,66.881119
17049,0,-0.032373,-0.029625,-3.512144,-856.680115,-494.963867,66.843033
17050,0,-0.032560,-0.032408,-3.513089,-856.611328,-494.930450,66.810356
17051,0,-0.032229,-0.030773,-3.513822,-856.544312,-494.875122,66.819672
17052,0,-0.033241,-0.034431,-3.514520,-856.513611,-494.803955,66.799973
17053,0,-0.031557,-0.033100,-3.514858,-856.430847,-494.734344,66.791206
17054,0,-0.032502,-0.038390,-3.515859,-856.413574,-494.653687,66.770996
17055,0,-0.031403,-0.035268,-3.517022,-856.305054,-494.578552,66.755783
17056,0,-0.030717,-0.033313,-3.517327,-856.268311,-494.489532,66.761673
17057,0,-0.029728,-0.031954,-3.518495,-856.183594,-494.429047,66.756317
17058,0,-0.030825,-0.033225,-3.519298,-856.084412,-494.324799,66.789230
17059,0,-0.029985,-0.033618,-3.520018,-856.030151,-494.275299,66.766716
17060,0,-0.029456,-0.031174,-3.521113,-855.953430,-494.213684,66.783112
17061,0,-0.030709,-0.030750,-3.522313,-855.912537,-494.142090,66.802048
17062,0,-0.030143,-0.034432,-3.521775,-855.848694,-494.096039,66.778580
17063,0,-0.030889,-0.037167,-3.522453,-855.763367,-494.000214,66.751091
17064,0,-0.030281,-0.033560,-3.523964,-855.705627,-493.884216,66.767075
17065,0,-0.030704,-0.036079,-3.524609,-855.627808,-493.746368,66.786850
17066,0,-0.031721,-0.039173,-3.525481,-855.566895,-493.699158,66.774590
17067,0,-0.032471,-0.040697,-3.525978,-855.520142,-493.622162,66.802399
17068,0,-0.032986,-0.039649,-3.527314,-855.438110,-493.582367,66.814064
17069,0,-0.034057,-0.041392,-3.527997,-855.366638,-493.513519,66.829048
17070,0,-0.033213,-0.041008,-3.529315,-855.325317,-493.437653,66.819984
17071,0,-0.033919,-0.041726,-3.530723,-855.243469,-493.370056,66.817978
17072,0,-0.033270,-0.038535,-3.531445,-855.225891,-493.270569,66.820671
17073,0,-0.031852,-0.038191,-3.532516,-855.155396,-493.241089,66.793938
17074,0,-0.030682,-0.035284,-3.533770,-855.092346,-493.163361,66.781937
17075,0,-0.029496,-0.033207,-3.535100,-855.079651,-493.089661,66.776596
17076,0,-0.030804,-0.037351,-3.535661,-855.016541,-493.027130,66.762138
17077,0,-0.029566,-0.038152,-3.536479,-854.978210,-492.958618,66.705727
17078,0,-0.029810,-0.042628,-3.537701,-854.943481,-492.882751,66.662453
17079,0,-0.030370,-0.043051,-3.538893,-854.930603,-492.731201,66.636185
17080,0,-0.031609,-0.046507,-3.539642,-854.854858,-492.674286,66.650650
17081,0,-0.031262,-0.047297,-3.541136,-854.780823,-492.596893,66.647720
17082,0,-0.029604,-0.042776,-3.542037,-854.728088,-492.531372,66.649460
17083,0,-0.030032,-0.041958,-3.542970,-854.660767,-492.516144,66.642990
17084,0,-0.030545,-0.041339,-3.544503,-854.617737,-492.451965,66.659042
17085,0,-0.030063,-0.039622,-3.545752,-854.556213,-492.384033,66.671555
17086,0,-0.029277,-0.037787,-3.546732,-854.473694,-492.310059,66.645164
17087,0,-0.028886,-0.040548,-3.547776,-854.434998,-492.243530,66.611740
17088,0,-0.027776,-0.038003,-3.549251,-854.365417,-492.182648,66.588326
17089,0,-0.028961,-0.041268,-3.549720,-854.295471,-492.122101,66.593262
17090,0,-0.029484,-0.041322,-3.550255,-854.220154,-492.132996,66.572212
17091,0,-0.030065,-0.042927,-3.551922,-854.147156,-492.104248,66.567978
17092,0,-0.028575,-0.037001,-3.552844,-854.114014,-492.046204,66.547531
17093,0,-0.028710,-0.040377,-3.552518,-854.030457,-492.031708,66.529549
17094,0,-0.026771,-0.035483,-3.554269,-853.961975,-491.926239,66.513901
17095,0,-0.027377,-0.038077,-3.554339,-853.895447,-491.920715,66.532097
17096,0,-0.026832,-0.036091,-3.555547,-853.822083,-491.843628,66.539055
17097,0,-0.027490,-0.036484,-3.556722,-853.773315,-491.790924,66.538048
17098,0,-0.026314,-0.038734,-3.556944,-853.731873,-491.764618,66.535759
17099,0,-0.025976,-0.035237,-3.557392,-853.658386,-491.691956,66.537781
17100,0,-0.026671,-0.038895,-3.558234,-853.621338,-491.675262,66.507843
17101,0,-0.026305,-0.035863,-3.558845,-853.538757,-491.611053,66.538742
17102,0,-0.025665,-0.033138,-3.559851,-853.497009,-491.572632,66.520966
17103,0,-0.027296,-0.037184,-3.560558,-853.416504,-491.516174,66.548172
17104,0,-0.027474,-0.037186,-3.560224,-853.328125,-491.524384,66.514542
17105,0,-0.026333,-0.038457,-3.560613,-853.249207,-491.496246,66.509491
17106,0,-0.025163,-0.034836,-3.561663,-853.201843,-491.481506,66.481873
17107,0,-0.025515,-0.032907,-3.561791,-853.125549,-491.513885,66.470108
17108,0,-0.024944,-0.030047,-3.563211,-853.059570,-491.491394,66.450195
17109,0,-0.025420,-0.028237,-3.563850,-852.967834,-491.508484,66.470032
17110,0,-0.025136,-0.030685,-3.563710,-852.885925,-491.506042,66.453957
17111,0,-0.025957,-0.027766,-3.565122,-852.799011,-491.480133,66.479736
17112,0,-0.025552,-0.026286,-3.565668,-852.712280,-491.458252,66.470284
17113,0,-0.026900,-0.025862,-3.565778,-852.592529,-491.454712,66.536415
17114,0,-0.028984,-0.025984,-3.565941,-852.447876,-491.498932,66.584473
17115,0,-0.028226,-0.019602,-3.566338,-852.332031,-491.487854,66.637482
17116,0,-0.028577,-0.016040,-3.565864,-852.215515,-491.546051,66.671204
17117,0,-0.029291,-0.012467,-3.566115,-852.069458,-491.525543,66.732399
17118,0,-0.028941,-0.007858,-3.566280,-851.909241,-491.532104,66.751305
17119,0,-0.030772,-0.013345,-3.565992,-851.758545,-491.467621,66.779633
17120,0,-0.030826,-0.010237,-3.566295,-851.610352,-491.428711,66.816795
17121,0,-0.031395,-0.009520,-3.566244,-851.447998,-491.324524,66.814705
17122,0,-0.031291,-0.007765,-3.566847,-851.311218,-491.272858,66.835037
17123,0,-0.031923,-0.008178,-3.567145,-851.135071,-491.134705,66.861275
17124,0,-0.031549,-0.004735,-3.567362,-851.024536,-491.065918,66.854408
17125,0,-0.030994,-0.005410,-3.567397,-850.846863,-490.983368,66.863708
17126,0,-0.030969,-0.004329,-3.566759,-850.707092,-490.937836,66.885284
17127,0,-0.031829,-0.003773,-3.566563,-850.561890,-490.874542,66.916756
17128,0,-0.031988,-0.001297,-3.567196,-850.414429,-490.851715,66.926826
17129,0,-0.032514,-0.001262,-3.567066,-850.293640,-490.793213,66.924973
17130,0,-0.033194,-0.003004,-3.567164,-850.146606,-490.713501,66.940445
17131,0,-0.033722,-0.007398,-3.566861,-849.980408,-490.570862,66.957306
17132,0,-0.034579,-0.010777,-3.567465,-849.856201,-490.491760,66.940369
17133,0,-0.035703,-0.011886,-3.568367,-849.674133,-490.361633,66.984909
17134,0,-0.035146,-0.009874,-3.567266,-849.525146,-490.320343,66.991776
17135,0,-0.034388,-0.008680,-3.567947,-849.361023,-490.233002,67.002609
17136,0,-0.035999,-0.008544,-3.568374,-849.210327,-490.176056,67.033623
17137,0,-0.036709,-0.011663,-3.567872,-849.079895,-490.157104,67.004608
17138,0,-0.035053,-0.008509,-3.568666,-848.912476,-490.103149,67.011597
17139,0,-0.034598,-0.008977,-3.568155,-848.776306,-490.031372,66.992401
17140,0,-0.034681,-0.007398,-3.568603,-848.625000,-490.000214,66.995758
17141,0,-0.032725,-0.002851,-3.568755,-848.437012,-489.896027,66.988403
17142,0,-0.033400,-0.003900,-3.568554,-848.292358,-489.810272,66.978943
17143,0,-0.034073,-0.006792,-3.568914,-848.144714,-489.710358,66.995872
17144,0,-0.034461,-0.009508,-3.569385,-847.966919,-489.613281,67.026474
17145,0,-0.035546,-0.012247,-3.569423,-847.792664,-489.507141,67.058632
17146,0,-0.036956,-0.014738,-3.569738,-847.622925,-489.457947,67.093437
17147,0,-0.037231,-0.014286,-3.569906,-847.456116,-489.350464,67.142036
17148,0,-0.036353,-0.012007,-3.569559,-847.261536,-489.271149,67.141632
17149,0,-0.038128,-0.017940,-3.570046,-847.098267,-489.127136,67.161552
17150,0,-0.036068,-0.017732,-3.569974,-846.913086,-489.000641,67.152451
17151,0,-0.036310,-0.021457,-3.569827,-846.742554,-488.889038,67.130058
17152,0,-0.036348,-0.020402,-3.571561,-846.571167,-488.766144,67.127640
17153,0,-0.036752,-0.021018,-3.571890,-846.409607,-488.655304,67.124519
17154,0,-0.038591,-0.025465,-3.571551,-846.277222,-488.585876,67.118484
17155,0,-0.040212,-0.026990,-3.572193,-846.065308,-488.464996,67.185211
17156,0,-0.040683,-0.025661,-3.570845,-845.860168,-488.360748,67.210991
17157,0,-0.040600,-0.020889,-3.571574,-845.684692,-488.282898,67.249207
17158,0,-0.040930,-0.019630,-3.572422,-845.478027,-488.229095,67.253067
17159,0,-0.040526,-0.015871,-3.572270,-845.310852,-488.166779,67.244484
17160,0,-0.040798,-0.025081,-3.571033,-845.135132,-488.091248,67.199173
17161,0,-0.040433,-0.022010,-3.572182,-844.894592,-487.929840,67.193161
17162,0,-0.038874,-0.021529,-3.572327,-844.647461,-487.752014,67.205421
17163,0,-0.038365,-0.018807,-3.572790,-844.363831,-487.621216,67.235191
17164,0,-0.039522,-0.018001,-3.573028,-844.153198,-487.490784,67.250977
17165,0,-0.039938,-0.020336,-3.573286,-843.924744,-487.435089,67.261581
17166,0,-0.040225,-0.018439,-3.572356,-843.733215,-487.378265,67.289291
17167,0,-0.040897,-0.015898,-3.572541,-843.533752,-487.364563,67.283791
17168,0,-0.039363,-0.011582,-3.572657,-843.333496,-487.270325,67.268257
17169,0,-0.038243,-0.006389,-3.573836,-843.160034,-487.204010,67.245956
17170,0,-0.038535,-0.010837,-3.573470,-843.002563,-487.119507,67.189819
17171,0,-0.038332,-0.014861,-3.574566,-842.799988,-487.010864,67.161377
17172,0,-0.038606,-0.017685,-3.574619,-842.596741,-486.868164,67.143944
17173,0,-0.036241,-0.015060,-3.574796,-842.389709,-486.810272,67.108681
17174,0,-0.035548,-0.013662,-3.576135,-842.148438,-486.690613,67.094475
17175,0,-0.033385,-0.007363,-3.576461,-841.974915,-486.605530,67.009491
17176,0,-0.033106,-0.011396,-3.576730,-841.752258,-486.506958,66.998856
17177,0,-0.033873,-0.011400,-3.577557,-841.547974,-486.392822,66.992950
17178,0,-0.034537,-0.015761,-3.576612,-841.336975,-486.293854,66.987740
17179,0,-0.036262,-0.016071,-3.577765,-841.066772,-486.188416,67.033966
17180,0,-0.035434,-0.014169,-3.576784,-840.838928,-486.117126,67.068092
17181,0,-0.036359,-0.011684,-3.576653,-840.630798,-486.109161,67.036293
17182,0,-0.034871,-0.009508,-3.576961,-840.435547,-486.039093,67.023247
17183,0,-0.033347,-0.008190,-3.577510,-840.211670,-485.976105,67.000061
17184,0,-0.032552,-0.013834,-3.577296,-839.961914,-485.853729,66.968910
17185,0,-0.031164,-0.014005,-3.578328,-839.735718,-485.716919,66.927765
17186,0,-0.030457,-0.018906,-3.577985,-839.506165,-485.633698,66.911285
17187,0,-0.029058,-0.010994,-3.578385,-839.248535,-485.538544,66.950356
17188,0,-0.031210,-0.017382,-3.578440,-839.033142,-485.501373,66.949112
17189,0,-0.032400,-0.016028,-3.579201,-838.796936,-485.454163,66.983353
17190,0,-0.032474,-0.015203,-3.579259,-838.536011,-485.383118,66.998642
17191,0,-0.033131,-0.016335,-3.578107,-838.324219,-485.379089,66.993401
17192,0,-0.030652,-0.009030,-3.579345,-838.092590,-485.274200,66.992546
17193,0,-0.031009,-0.012410,-3.578757,-837.865356,-485.236420,66.936211
17194,0,-0.032323,-0.016031,-3.579075,-837.639832,-485.161652,66.944176
17195,0,-0.034284,-0.018435,-3.579561,-837.360657,-485.101471,66.979324
17196,0,-0.034451,-0.016559,-3.579637,-837.124939,-484.995636,67.017769
17197,0,-0.032472,-0.016592,-3.579499,-836.879272,-484.921844,66.996803
17198,0,-0.033182,-0.019156,-3.579790,-836.636841,-484.779541,67.000542
17199,0,-0.033034,-0.022796,-3.578809,-836.383728,-484.705597,66.997009
17200,0,-0.035478,-0.029442,-3.579602,-836.125671,-484.569458,67.031387
17201,0,-0.036387,-0.026039,-3.579338,-835.860962,-484.485657,67.084068
17202,0,-0.036457,-0.021491,-3.579933,-835.652710,-484.434113,67.115623
17203,0,-0.035372,-0.013222,-3.580685,-835.475891,-484.403107,67.101128
17204,0,-0.036293,-0.016742,-3.581139,-835.296143,-484.405487,67.074623
17205,0,-0.034656,-0.013216,-3.580741,-835.070557,-484.341797,67.042908
17206,0,-0.032262,-0.007742,-3.581741,-834.862427,-484.283295,67.048012
17207,0,-0.032079,-0.008916,-3.582191,-834.692200,-484.266846,66.956085
17208,0,-0.033130,-0.012547,-3.582546,-834.475464,-484.257446,66.936447
17209,0,-0.030526,-0.012105,-3.581677,-834.240234,-484.258545,66.894524
17210,0,-0.030614,-0.013045,-3.581651,-834.013184,-484.272797,66.858925
17211,0,-0.028533,-0.006547,-3.582447,-833.789795,-484.277618,66.853912
17212,0,-0.028390,-0.005084,-3.582529,-833.614563,-484.342407,66.788177
17213,0,-0.027959,-0.010986,-3.582004,-833.372192,-484.364349,66.753075
17214,0,-0.025022,-0.007238,-3.581980,-833.103882,-484.280182,66.741310
17215,0,-0.026130,-0.006416,-3.582716,-832.886719,-484.254120,66.754639
17216,0,-0.026418,-0.000402,-3.582750,-832.656860,-484.256378,66.767487
17217,0,-0.027972,0.000005,-3.582403,-832.371094,-484.304291,66.831413
17218,0,-0.029474,-0.003818,-3.581840,-832.106262,-484.325989,66.865753
17219,0,-0.030380,-0.001072,-3.582320,-831.813354,-484.319092,66.942299
17220,0,-0.029508,0.000768,-3.581800,-831.565186,-484.319458,66.974525
17221,0,-0.031533,-0.009285,-3.580465,-831.218018,-484.341461,66.969810
17222,0,-0.030675,-0.003176,-3.581498,-830.947144,-484.301880,66.969856
17223,0,-0.032449,-0.008163,-3.580989,-830.663513,-484.365753,66.956291
17224,0,-0.030831,0.000494,-3.581726,-830.357544,-484.362030,67.005676
17225,0,-0.032297,-0.005985,-3.580207,-830.030701,-484.407196,67.019783
17226,0,-0.032259,-0.000401,-3.580630,-829.717102,-484.414551,67.060226
17227,0,-0.031365,0.002754,-3.581625,-829.411072,-484.397461,67.052513
17228,0,-0.033136,-0.007612,-3.580911,-829.066467,-484.391907,67.057472
17229,0,-0.031620,-0.005332,-3.581117,-828.698364,-484.359467,67.046814
17230,0,-0.029853,-0.004143,-3.580582,-828.380615,-484.418457,67.011261
17231,0,-0.028249,-0.002672,-3.579906,-828.054199,-484.486938,66.985374
17232,0,-0.031261,-0.009907,-3.579050,-827.680847,-484.532593,67.009407
17233,0,-0.031043,-0.007059,-3.578834,-827.362183,-484.583557,66.998421
17234,0,-0.032088,-0.005304,-3.579733,-827.040833,-484.617188,67.011703
17235,0,-0.033210,-0.007659,-3.579338,-826.674316,-484.621887,67.044258
17236,0,-0.033071,-0.011889,-3.578737,-826.367737,-484.595032,67.039238
17237,0,-0.031027,-0.007146,-3.578822,-826.022583,-484.588867,67.035515
17238,0,-0.032082,-0.014665,-3.577993,-825.721619,-484.678741,67.049446
17239,0,-0.033235,-0.017624,-3.577572,-825.297668,-484.679321,67.093941
17240,0,-0.032743,-0.017072,-3.577747,-824.949829,-484.695007,67.110855
17241,0,-0.032596,-0.012958,-3.578352,-824.553650,-484.714874,67.106720
17242,0,-0.033029,-0.019815,-3.577609,-824.142395,-484.726593,67.141357
17243,0,-0.032117,-0.016304,-3.577582,-823.756348,-484.678009,67.188194
17244,0,-0.033818,-0.015747,-3.578328,-823.380493,-484.737976,67.224792
17245,0,-0.034437,-0.016397,-3.578017,-822.994690,-484.793365,67.213623
17246,0,-0.034374,-0.022249,-3.577042,-822.597595,-484.857056,67.193611
17247,0,-0.032579,-0.014063,-3.576500,-822.222961,-484.904755,67.207596
17248,0,-0.032622,-0.015872,-3.576279,-821.791443,-484.959930,67.240631
17249,0,-0.036249,-0.017456,-3.576572,-821.294861,-484.987640,67.279114
17250,0,-0.036071,-0.015557,-3.576897,-820.859192,-484.991974,67.326370
17251,0,-0.034151,-0.010432,-3.577233,-820.375854,-485.024536,67.317940
17252,0,-0.036291,-0.021727,-3.577009,-819.837891,-485.009644,67.313370
17253,0,-0.035881,-0.017290,-3.576852,-819.349915,-485.016846,67.338951
17254,0,-0.035283,-0.013371,-3.577641,-818.850586,-485.053192,67.363991
17255,0,-0.035787,-0.018840,-3.577526,-818.350098,-485.083954,67.383904
17256,0,-0.038838,-0.019730,-3.577488,-817.870117,-485.113251,67.399529
17257,0,-0.036284,-0.013602,-3.576892,-817.359619,-485.169220,67.394890
17258,0,-0.035514,-0.020103,-3.575667,-816.784058,-485.267120,67.327042
17259,0,-0.035706,-0.020210,-3.576119,-816.173218,-485.259644,67.333199
17260,0,-0.032272,-0.010803,-3.577045,-815.607727,-485.235565,67.325424
17261,0,-0.035166,-0.022214,-3.577050,-815.030579,-485.291626,67.333046
17262,0,-0.035236,-0.026361,-3.576777,-814.432312,-485.331116,67.348480
17263,0,-0.033280,-0.018378,-3.576621,-813.821472,-485.396454,67.271156
17264,0,-0.030931,-0.016948,-3.576507,-813.222717,-485.370758,67.258568
17265,0,-0.031835,-0.021870,-3.576900,-812.531006,-485.348999,67.249176
17266,0,-0.030593,-0.023177,-3.575965,-811.941345,-485.356598,67.272095
17267,0,-0.033098,-0.030026,-3.576155,-811.316895,-485.491821,67.255150
17268,0,-0.032395,-0.023498,-3.576956,-810.661743,-485.552521,67.269241
17269,0,-0.032540,-0.026323,-3.576874,-809.997803,-485.623077,67.258995
17270,0,-0.032332,-0.012394,-3.578010,-809.346436,-485.654144,67.267097
17271,0,-0.033320,-0.022202,-3.575907,-808.630493,-485.790894,67.257729
17272,0,-0.036609,-0.028722,-3.575539,-807.853821,-485.832275,67.315178
17273,0,-0.033960,-0.017886,-3.576920,-807.149536,-485.800110,67.396309
17274,0,-0.036467,-0.025245,-3.576997,-806.401550,-485.893829,67.455124
17275,0,-0.036920,-0.026435,-3.577048,-805.601685,-485.939758,67.479019
17276,0,-0.034587,-0.016202,-3.577151,-804.827637,-485.955933,67.484558
17277,0,-0.035969,-0.023919,-3.577374,-804.010620,-485.941803,67.529106
17278,0,-0.035579,-0.022519,-3.577224,-803.254211,-485.978210,67.532516
17279,0,-0.033503,-0.017876,-3.576771,-802.501404,-486.159485,67.481339
17280,0,-0.032190,-0.012592,-3.577346,-801.664612,-486.258240,67.461472
17281,0,-0.034991,-0.021916,-3.577782,-800.818604,-486.256226,67.461243
17282,0,-0.031469,-0.014502,-3.577909,-800.035217,-486.355286,67.407310
17283,0,-0.034583,-0.021205,-3.577622,-799.073364,-486.429291,67.455475
17284,0,-0.034365,-0.023671,-3.577144,-798.258423,-486.487152,67.482613
17285,0,-0.034554,-0.025435,-3.578458,-797.463867,-486.597717,67.429985
17286,0,-0.032299,-0.022514,-3.579294,-796.442749,-486.655243,67.421326
17287,0,-0.031747,-0.024310,-3.577806,-795.559204,-486.687347,67.445549
17288,0,-0.032243,-0.025756,-3.577700,-794.617188,-486.837311,67.425911
17289,0,-0.029867,-0.017579,-3.577399,-793.785767,-486.967743,67.421883
17290,0,-0.030782,-0.024000,-3.577880,-792.855408,-487.008636,67.474113
17291,0,-0.031543,-0.013004,-3.579519,-791.867065,-487.068604,67.454277
17292,0,-0.033340,-0.024599,-3.577976,-790.848572,-487.138428,67.480453
